Date,Ranking,NationalTeam
Nov-08,25,Mexico
Nov-08,26,Ghana
Nov-08,27,Switzerland
Nov-08,28,Ivory Coast
Nov-08,31,Ecuador
Nov-08,35,Chile
Nov-08,37,Australia
Nov-08,38,Japan
Nov-08,40,Colombia
Nov-08,44,Iran
Nov-08,46,Honduras
Nov-08,53,South Korea
Nov-08,55,Belgium
Nov-08,57,Costa Rica
Nov-08,63,Algeria
Nov-08,67,Bosnia-Herzegovina
Dec-08,1,Spain
Dec-08,2,Germany
Dec-08,3,Netherlands
Dec-08,4,Italy
Dec-08,5,Brazil
Dec-08,6,Argentina
Dec-08,7,Croatia
Dec-08,8,England
Dec-08,9,Russia
Dec-08,11,France
Dec-08,12,Portugal
Dec-08,14,Cameroon
Dec-08,19,Nigeria
Dec-08,20,Greece
Dec-08,22,United States
Dec-08,23,Uruguay
Dec-08,24,Switzerland
Dec-08,25,Ghana
Dec-08,26,Mexico
Dec-08,28,Australia
Dec-08,29,Ivory Coast
Dec-08,31,Chile
Dec-08,35,Japan
Dec-08,36,Ecuador
Dec-08,40,Honduras
Dec-08,42,South Korea
Dec-08,43,Iran
Dec-08,49,Colombia
Dec-08,53,Costa Rica
Dec-08,54,Belgium
Dec-08,61,Bosnia-Herzegovina
Dec-08,64,Algeria
Jan-09,1,Spain
Jan-09,2,Germany
Jan-09,3,Netherlands
Jan-09,4,Italy
Jan-09,5,Brazil
Jan-09,6,Argentina
Jan-09,7,Croatia
Jan-09,8,England
Jan-09,9,Russia
Jan-09,11,France
Jan-09,12,Portugal
Jan-09,14,Cameroon
Jan-09,17,Nigeria
Jan-09,20,Greece
Jan-09,22,United States
Jan-09,23,Uruguay
Jan-09,24,Switzerland
Jan-09,25,Ghana
Jan-09,26,Mexico
Jan-09,27,Ivory Coast
Jan-09,29,Australia
Jan-09,30,Chile
Jan-09,34,Japan
Jan-09,39,Ecuador
Jan-09,40,Honduras
Jan-09,42,South Korea
Jan-09,46,Iran
Jan-09,47,Costa Rica
Jan-09,49,Colombia
Jan-09,54,Belgium
Jan-09,61,Bosnia-Herzegovina
Jan-09,64,Algeria
Feb-09,1,Spain
Feb-09,2,Germany
Feb-09,3,Netherlands
Feb-09,4,Italy
Feb-09,5,Brazil
Feb-09,6,Argentina
Feb-09,7,Croatia
Feb-09,8,England
Feb-09,9,Russia
Feb-09,11,France
Feb-09,12,Portugal
Feb-09,16,Cameroon
Feb-09,19,Greece
Feb-09,20,United States
Feb-09,21,Switzerland
Feb-09,22,Uruguay
Feb-09,23,Nigeria
Feb-09,24,Mexico
Feb-09,27,Australia
Feb-09,31,Chile
Feb-09,35,Ghana
Feb-09,36,Ivory Coast
Feb-09,37,Japan
Feb-09,38,Costa Rica
Feb-09,39,Honduras
Feb-09,40,Ecuador
Feb-09,44,Iran
Feb-09,46,South Korea
Feb-09,51,Colombia
Feb-09,54,Belgium
Feb-09,59,Bosnia-Herzegovina
Feb-09,66,Algeria
Mar-09,1,Spain
Mar-09,2,Germany
Mar-09,3,Netherlands
Mar-09,4,Italy
Mar-09,5,Brazil
Mar-09,6,Argentina
Mar-09,7,Croatia
Mar-09,8,Russia
Mar-09,9,England
Mar-09,10,Portugal
Mar-09,12,France
Mar-09,16,Cameroon
Mar-09,17,United States
Mar-09,19,Greece
Mar-09,21,Uruguay
Mar-09,22,Switzerland
Mar-09,23,Mexico
Mar-09,24,Nigeria
Mar-09,30,Chile
Mar-09,32,Australia
Mar-09,33,Costa Rica
Mar-09,34,Ghana
Mar-09,35,Japan
Mar-09,37,Ivory Coast
Mar-09,39,Ecuador
Mar-09,40,Honduras
Mar-09,42,Iran
Mar-09,44,South Korea
Mar-09,47,Colombia
Mar-09,49,Belgium
Mar-09,58,Bosnia-Herzegovina
Mar-09,64,Algeria
Apr-09,1,Spain
Apr-09,2,Germany
Apr-09,3,Netherlands
Apr-09,4,Brazil
Apr-09,5,Italy
Apr-09,6,Argentina
Apr-09,7,England
Apr-09,8,Croatia
Apr-09,9,Russia
Apr-09,10,France
Apr-09,11,Portugal
Apr-09,13,Greece
Apr-09,15,United States
Apr-09,16,Uruguay
Apr-09,18,Switzerland
Apr-09,19,Cameroon
Apr-09,25,Mexico
Apr-09,26,Chile
Apr-09,30,Nigeria
Apr-09,31,Ghana
Apr-09,32,Australia
Apr-09,35,Japan
Apr-09,36,Ivory Coast
Apr-09,38,Bosnia-Herzegovina
Apr-09,39,Honduras
Apr-09,40,Costa Rica
Apr-09,42,Ecuador
Apr-09,43,Colombia
Apr-09,45,South Korea
Apr-09,53,Iran
Apr-09,62,Belgium
Apr-09,72,Algeria
May-09,1,Spain
May-09,2,Germany
May-09,3,Netherlands
May-09,4,Brazil
May-09,5,Italy
May-09,6,Argentina
May-09,7,England
May-09,8,Croatia
May-09,9,Russia
May-09,10,France
May-09,11,Portugal
May-09,13,Greece
May-09,15,United States
May-09,16,Uruguay
May-09,18,Switzerland
May-09,19,Cameroon
May-09,25,Mexico
May-09,26,Chile
May-09,30,Nigeria
May-09,31,Ghana
May-09,32,Australia
May-09,35,Japan
May-09,36,Ivory Coast
May-09,38,Bosnia-Herzegovina
May-09,39,Honduras
May-09,41,Costa Rica
May-09,42,Ecuador
May-09,44,Colombia
May-09,46,South Korea
May-09,53,Iran
May-09,62,Belgium
May-09,72,Algeria
Jun-09,1,Spain
Jun-09,2,Netherlands
Jun-09,3,Germany
Jun-09,4,Italy
Jun-09,5,Brazil
Jun-09,6,England
Jun-09,7,Argentina
Jun-09,8,Croatia
Jun-09,9,Russia
Jun-09,10,France
Jun-09,11,Portugal
Jun-09,14,United States
Jun-09,16,Switzerland
Jun-09,17,Greece
Jun-09,18,Uruguay
Jun-09,21,Cameroon
Jun-09,26,Mexico
Jun-09,29,Australia
Jun-09,30,Nigeria
Jun-09,31,Japan
Jun-09,33,Bosnia-Herzegovina
Jun-09,35,Honduras
Jun-09,36,Ghana
Jun-09,37,Chile
Jun-09,38,Ivory Coast
Jun-09,41,Costa Rica
Jun-09,44,Ecuador
Jun-09,45,Colombia
Jun-09,46,South Korea
Jun-09,52,Iran
Jun-09,63,Belgium
Jun-09,66,Algeria
Jul-09,1,Brazil
Jul-09,2,Spain
Jul-09,3,Netherlands
Jul-09,4,Italy
Jul-09,5,Germany
Jul-09,6,Russia
Jul-09,7,England
Jul-09,8,Argentina
Jul-09,9,France
Jul-09,10,Croatia
Jul-09,11,Greece
Jul-09,12,United States
Jul-09,13,Switzerland
Jul-09,16,Australia
Jul-09,17,Portugal
Jul-09,18,Ivory Coast
Jul-09,20,Uruguay
Jul-09,27,Chile
Jul-09,29,Cameroon
Jul-09,30,Costa Rica
Jul-09,33,Mexico
Jul-09,34,Nigeria
Jul-09,35,Ghana
Jul-09,36,Ecuador
Jul-09,39,Honduras
Jul-09,40,Japan
Jul-09,45,Bosnia-Herzegovina
Jul-09,46,Colombia
Jul-09,47,Algeria
Jul-09,48,South Korea
Jul-09,58,Iran
Jul-09,63,Belgium
Aug-09,1,Brazil
Aug-09,2,Spain
Aug-09,3,Netherlands
Aug-09,4,Germany
Aug-09,5,Italy
Aug-09,6,Russia
Aug-09,7,England
Aug-09,8,Argentina
Aug-09,9,France
Aug-09,10,Croatia
Aug-09,11,Greece
Aug-09,12,United States
Aug-09,13,Switzerland
Aug-09,16,Australia
Aug-09,17,Portugal
Aug-09,18,Ivory Coast
Aug-09,21,Uruguay
Aug-09,26,Chile
Aug-09,29,Cameroon
Aug-09,30,Mexico
Aug-09,34,Nigeria
Aug-09,35,Ghana
Aug-09,36,Ecuador
Aug-09,38,Costa Rica
Aug-09,39,Japan
Aug-09,44,Bosnia-Herzegovina
Aug-09,45,Colombia
Aug-09,46,Honduras
Aug-09,47,Algeria
Aug-09,48,South Korea
Aug-09,61,Iran
Aug-09,62,Belgium
Sep-09,1,Brazil
Sep-09,2,Spain
Sep-09,3,Netherlands
Sep-09,4,Italy
Sep-09,5,Germany
Sep-09,6,Russia
Sep-09,7,England
Sep-09,8,Argentina
Sep-09,9,Croatia
Sep-09,10,France
Sep-09,11,United States
Sep-09,12,Greece
Sep-09,14,Australia
Sep-09,15,Switzerland
Sep-09,17,Portugal
Sep-09,20,Ivory Coast
Sep-09,21,Chile
Sep-09,24,Mexico
Sep-09,28,Uruguay
Sep-09,29,Cameroon
Sep-09,33,Ghana
Sep-09,34,Nigeria
Sep-09,36,Ecuador
Sep-09,39,Costa Rica
Sep-09,40,Japan
Sep-09,42,Honduras
Sep-09,44,Algeria
Sep-09,46,Bosnia-Herzegovina
Sep-09,48,Colombia
Sep-09,49,South Korea
Sep-09,60,Iran
Sep-09,68,Belgium
Oct-09,1,Brazil
Oct-09,2,Spain
Oct-09,3,Netherlands
Oct-09,4,Italy
Oct-09,5,Germany
Oct-09,6,Argentina
Oct-09,7,England
Oct-09,8,Croatia
Oct-09,9,France
Oct-09,10,Portugal
Oct-09,11,United States
Oct-09,12,Russia
Oct-09,13,Switzerland
Oct-09,14,Cameroon
Oct-09,16,Greece
Oct-09,17,Chile
Oct-09,18,Mexico
Oct-09,19,Ivory Coast
Oct-09,24,Australia
Oct-09,25,Uruguay
Oct-09,29,Algeria
Oct-09,30,Colombia
Oct-09,32,Nigeria
Oct-09,35,Honduras
Oct-09,38,Ghana
Oct-09,40,Japan
Oct-09,42,Bosnia-Herzegovina
Oct-09,43,Costa Rica
Oct-09,44,Ecuador
Oct-09,48,South Korea
Oct-09,62,Iran
Oct-09,68,Belgium
Nov-09,1,Spain
Nov-09,2,Brazil
Nov-09,3,Netherlands
Nov-09,4,Italy
Nov-09,5,Portugal
Nov-09,6,Germany
Nov-09,7,France
Nov-09,8,Argentina
Nov-09,9,England
Nov-09,10,Croatia
Nov-09,11,Cameroon
Nov-09,12,Greece
Nov-09,13,Russia
Nov-09,14,United States
Nov-09,15,Mexico
Nov-09,16,Ivory Coast
Nov-09,17,Chile
Nov-09,18,Switzerland
Nov-09,19,Uruguay
Nov-09,21,Australia
Nov-09,22,Nigeria
Nov-09,28,Algeria
Nov-09,35,Ecuador
Nov-09,37,Ghana
Nov-09,38,Honduras
Nov-09,40,Colombia
Nov-09,43,Japan
Nov-09,44,Costa Rica
Nov-09,51,Bosnia-Herzegovina
Nov-09,52,South Korea
Nov-09,63,Iran
Nov-09,64,Belgium
Dec-09,1,Spain
Dec-09,2,Brazil
Dec-09,3,Netherlands
Dec-09,4,Italy
Dec-09,5,Portugal
Dec-09,6,Germany
Dec-09,7,France
Dec-09,8,Argentina
Dec-09,9,England
Dec-09,10,Croatia
Dec-09,11,Cameroon
Dec-09,12,Russia
Dec-09,13,Greece
Dec-09,14,United States
Dec-09,15,Chile
Dec-09,16,Ivory Coast
Dec-09,17,Mexico
Dec-09,18,Switzerland
Dec-09,20,Uruguay
Dec-09,21,Australia
Dec-09,23,Nigeria
Dec-09,26,Algeria
Dec-09,34,Ghana
Dec-09,37,Honduras
Dec-09,38,Ecuador
Dec-09,39,Colombia
Dec-09,43,Japan
Dec-09,44,Costa Rica
Dec-09,51,Bosnia-Herzegovina
Dec-09,52,South Korea
Dec-09,64,Iran
Dec-09,66,Belgium
Feb-10,1,Spain
Feb-10,2,Brazil
Feb-10,3,Netherlands
Feb-10,4,Italy
Feb-10,5,Portugal
Feb-10,6,Germany
Feb-10,7,France
Feb-10,8,Argentina
Feb-10,9,England
Feb-10,11,Croatia
Feb-10,12,Greece
Feb-10,13,Russia
Feb-10,14,United States
Feb-10,15,Nigeria
Feb-10,16,Chile
Feb-10,17,Mexico
Feb-10,18,Switzerland
Feb-10,20,Cameroon
Feb-10,21,Uruguay
Feb-10,22,Ivory Coast
Feb-10,23,Australia
Feb-10,27,Ghana
Feb-10,31,Algeria
Feb-10,34,Honduras
Feb-10,35,Ecuador
Feb-10,39,Colombia
Feb-10,40,Japan
Feb-10,45,Costa Rica
Feb-10,48,Bosnia-Herzegovina
Feb-10,49,South Korea
Feb-10,63,Iran
Feb-10,66,Belgium
Mar-10,1,Spain
Mar-10,2,Brazil
Mar-10,3,Netherlands
Mar-10,4,Portugal
Mar-10,5,Italy
Mar-10,6,Germany
Mar-10,7,England
Mar-10,8,France
Mar-10,9,Argentina
Mar-10,10,Croatia
Mar-10,11,Greece
Mar-10,12,Russia
Mar-10,13,Chile
Mar-10,16,United States
Mar-10,17,Mexico
Mar-10,18,Uruguay
Mar-10,19,Australia
Mar-10,20,Cameroon
Mar-10,21,Switzerland
Mar-10,22,Nigeria
Mar-10,25,Ivory Coast
Mar-10,27,Algeria
Mar-10,31,Ghana
Mar-10,36,Honduras
Mar-10,37,Ecuador
Mar-10,39,Colombia
Mar-10,42,Costa Rica
Mar-10,45,Japan
Mar-10,47,Bosnia-Herzegovina
Mar-10,49,South Korea
Mar-10,63,Iran
Mar-10,66,Belgium
Apr-10,1,Brazil
Apr-10,2,Spain
Apr-10,3,Portugal
Apr-10,4,Netherlands
Apr-10,5,Italy
Apr-10,6,Germany
Apr-10,7,Argentina
Apr-10,8,England
Apr-10,9,Croatia
Apr-10,10,France
Apr-10,11,Russia
Apr-10,12,Greece
Apr-10,14,United States
Apr-10,15,Chile
Apr-10,17,Mexico
Apr-10,18,Uruguay
Apr-10,19,Cameroon
Apr-10,20,Nigeria
Apr-10,21,Australia
Apr-10,26,Switzerland
Apr-10,27,Ivory Coast
Apr-10,31,Algeria
Apr-10,32,Ghana
Apr-10,34,Colombia
Apr-10,36,Ecuador
Apr-10,40,Honduras
Apr-10,42,Costa Rica
Apr-10,45,Japan
Apr-10,47,South Korea
Apr-10,51,Bosnia-Herzegovina
Apr-10,60,Iran
Apr-10,62,Belgium
May-10,1,Brazil
May-10,2,Spain
May-10,3,Portugal
May-10,4,Netherlands
May-10,5,Italy
May-10,6,Germany
May-10,7,Argentina
May-10,8,England
May-10,9,France
May-10,10,Croatia
May-10,11,Russia
May-10,13,Greece
May-10,14,United States
May-10,16,Uruguay
May-10,17,Mexico
May-10,18,Chile
May-10,19,Cameroon
May-10,20,Australia
May-10,21,Nigeria
May-10,24,Switzerland
May-10,27,Ivory Coast
May-10,30,Algeria
May-10,32,Ghana
May-10,35,Colombia
May-10,38,Honduras
May-10,40,Costa Rica
May-10,44,Ecuador
May-10,45,Japan
May-10,47,South Korea
May-10,51,Bosnia-Herzegovina
May-10,59,Belgium
May-10,61,Iran
Jul-10,1,Spain
Jul-10,2,Netherlands
Jul-10,3,Brazil
Jul-10,4,Germany
Jul-10,5,Argentina
Jul-10,6,Uruguay
Jul-10,7,England
Jul-10,8,Portugal
Jul-10,10,Chile
Jul-10,11,Italy
Jul-10,12,Greece
Jul-10,13,United States
Jul-10,15,Croatia
Jul-10,17,Russia
Jul-10,18,Switzerland
Jul-10,20,Australia
Jul-10,21,France
Jul-10,23,Ghana
Jul-10,24,Mexico
Jul-10,26,Ivory Coast
Jul-10,30,Nigeria
Jul-10,32,Japan
Jul-10,33,Algeria
Jul-10,39,Colombia
Jul-10,40,Cameroon
Jul-10,44,South Korea
Jul-10,46,Honduras
Jul-10,48,Belgium
Jul-10,49,Costa Rica
Jul-10,57,Bosnia-Herzegovina
Jul-10,58,Ecuador
Jul-10,64,Iran
Aug-10,1,Spain
Aug-10,2,Netherlands
Aug-10,3,Brazil
Aug-10,5,Argentina
Aug-10,6,Uruguay
Aug-10,7,England
Aug-10,8,Portugal
Aug-10,10,Chile
Aug-10,11,Italy
Aug-10,12,Greece
Aug-10,14,Croatia
Aug-10,16,Russia
Aug-10,17,Switzerland
Aug-10,18,United States
Aug-10,20,Australia
Aug-10,21,France
Aug-10,23,Ghana
Aug-10,25,Mexico
Aug-10,26,Ivory Coast
Aug-10,30,Nigeria
Aug-10,32,Japan
Aug-10,33,Algeria
Aug-10,37,Colombia
Aug-10,40,Cameroon
Aug-10,44,South Korea
Aug-10,46,Honduras
Aug-10,48,Belgium
Aug-10,53,Costa Rica
Aug-10,57,Bosnia-Herzegovina
Aug-10,58,Ecuador
Aug-10,65,Iran
Sep-10,1,Spain
Sep-10,2,Germany
Sep-10,3,Portugal
Sep-10,4,Brazil
Sep-10,5,Colombia
Sep-10,6,Uruguay
Sep-10,7,Argentina
Sep-10,8,Switzerland
Sep-10,9,Italy
Sep-10,10,Greece
Sep-10,11,England
Sep-10,12,Belgium
Sep-10,13,Chile
Sep-10,14,United States
Sep-10,15,Netherlands
Sep-10,16,France
Sep-10,18,Russia
Sep-10,19,Mexico
Sep-10,20,Croatia
Sep-10,21,Ivory Coast
Sep-10,25,Bosnia-Herzegovina
Sep-10,27,Algeria
Sep-10,28,Ecuador
Sep-10,31,Honduras
Sep-10,34,Costa Rica
Sep-10,37,Iran
Sep-10,38,Ghana
Sep-10,44,Nigeria
Sep-10,47,Japan
Sep-10,50,Cameroon
Sep-10,55,South Korea
Sep-10,60,Australia
Oct-10,1,Spain
Oct-10,2,Netherlands
Oct-10,3,Brazil
Oct-10,4,Germany
Oct-10,5,Argentina
Oct-10,6,England
Oct-10,7,Uruguay
Oct-10,8,Portugal
Oct-10,9,Croatia
Oct-10,10,Russia
Oct-10,12,Greece
Oct-10,14,Chile
Oct-10,16,Italy
Oct-10,17,Ghana
Oct-10,18,France
Oct-10,19,Ivory Coast
Oct-10,21,Australia
Oct-10,23,Switzerland
Oct-10,25,United States
Oct-10,28,Mexico
Oct-10,30,Japan
Oct-10,33,Algeria
Oct-10,34,Nigeria
Oct-10,38,Cameroon
Oct-10,40,South Korea
Oct-10,46,Colombia
Oct-10,53,Bosnia-Herzegovina
Oct-10,54,Honduras
Oct-10,61,Iran
Oct-10,62,Belgium
Oct-10,66,Costa Rica
Oct-10,67,Ecuador
Nov-10,1,Spain
Nov-10,2,Netherlands
Nov-10,3,Brazil
Nov-10,4,Germany
Nov-10,5,Argentina
Nov-10,6,England
Nov-10,7,Uruguay
Nov-10,8,Portugal
Nov-10,9,Croatia
Nov-10,11,Greece
Nov-10,13,Russia
Nov-10,14,Italy
Nov-10,16,Chile
Nov-10,17,Ghana
Nov-10,19,Ivory Coast
Nov-10,20,Australia
Nov-10,21,France
Nov-10,22,Switzerland
Nov-10,24,United States
Nov-10,28,Mexico
Nov-10,30,Japan
Nov-10,33,Nigeria
Nov-10,34,Algeria
Nov-10,38,Cameroon
Nov-10,39,South Korea
Nov-10,47,Colombia
Nov-10,51,Bosnia-Herzegovina
Nov-10,57,Honduras
Nov-10,61,Ecuador
Nov-10,62,Belgium
Nov-10,63,Costa Rica
Nov-10,66,Iran
Dec-10,1,Spain
Dec-10,2,Netherlands
Dec-10,3,Germany
Dec-10,4,Brazil
Dec-10,5,Argentina
Dec-10,6,England
Dec-10,7,Uruguay
Dec-10,8,Portugal
Dec-10,10,Croatia
Dec-10,11,Greece
Dec-10,13,Russia
Dec-10,14,Italy
Dec-10,15,Chile
Dec-10,16,Ghana
Dec-10,18,United States
Dec-10,19,France
Dec-10,21,Ivory Coast
Dec-10,22,Switzerland
Dec-10,26,Australia
Dec-10,27,Mexico
Dec-10,29,Japan
Dec-10,32,Nigeria
Dec-10,35,Algeria
Dec-10,37,Cameroon
Dec-10,40,South Korea
Dec-10,44,Bosnia-Herzegovina
Dec-10,48,Colombia
Dec-10,54,Ecuador
Dec-10,57,Belgium
Dec-10,59,Honduras
Dec-10,66,Iran
Dec-10,69,Costa Rica
Jan-11,1,Spain
Jan-11,2,Netherlands
Jan-11,3,Germany
Jan-11,4,Brazil
Jan-11,5,Argentina
Jan-11,6,England
Jan-11,7,Uruguay
Jan-11,8,Portugal
Jan-11,9,Croatia
Jan-11,11,Greece
Jan-11,13,Russia
Jan-11,14,Italy
Jan-11,15,Chile
Jan-11,16,Ghana
Jan-11,18,United States
Jan-11,19,France
Jan-11,21,Ivory Coast
Jan-11,22,Switzerland
Jan-11,26,Australia
Jan-11,27,Mexico
Jan-11,29,Japan
Jan-11,32,Nigeria
Jan-11,36,Algeria
Jan-11,38,Cameroon
Jan-11,39,South Korea
Jan-11,45,Bosnia-Herzegovina
Jan-11,48,Colombia
Jan-11,53,Ecuador
Jan-11,56,Honduras
Jan-11,58,Belgium
Jan-11,65,Iran
Jan-11,69,Costa Rica
Feb-11,1,Spain
Feb-11,2,Netherlands
Feb-11,3,Germany
Feb-11,4,Brazil
Feb-11,5,Argentina
Feb-11,6,England
Feb-11,7,Uruguay
Feb-11,8,Portugal
Feb-11,9,Croatia
Feb-11,10,Greece
Feb-11,12,Russia
Feb-11,13,Italy
Feb-11,14,Chile
Feb-11,15,Ghana
Feb-11,17,Japan
Feb-11,18,United States
Feb-11,19,France
Feb-11,21,Australia
Feb-11,22,Switzerland
Feb-11,26,Ivory Coast
Feb-11,27,Mexico
Feb-11,32,South Korea
Feb-11,39,Honduras
Feb-11,40,Nigeria
Feb-11,42,Bosnia-Herzegovina
Feb-11,43,Cameroon
Feb-11,44,Iran
Feb-11,48,Costa Rica
Feb-11,50,Colombia
Feb-11,54,Ecuador
Feb-11,55,Algeria
Feb-11,58,Belgium
Mar-11,1,Spain
Mar-11,2,Netherlands
Mar-11,3,Germany
Mar-11,4,Argentina
Mar-11,5,Brazil
Mar-11,6,England
Mar-11,7,Uruguay
Mar-11,8,Croatia
Mar-11,9,Portugal
Mar-11,10,Greece
Mar-11,11,Italy
Mar-11,13,Russia
Mar-11,14,Chile
Mar-11,15,Japan
Mar-11,16,Ghana
Mar-11,18,France
Mar-11,19,United States
Mar-11,21,Australia
Mar-11,23,Switzerland
Mar-11,25,Ivory Coast
Mar-11,27,Mexico
Mar-11,29,South Korea
Mar-11,38,Honduras
Mar-11,39,Nigeria
Mar-11,42,Cameroon
Mar-11,43,Iran
Mar-11,49,Ecuador
Mar-11,50,Colombia
Mar-11,53,Costa Rica
Mar-11,55,Algeria
Mar-11,56,Bosnia-Herzegovina
Mar-11,62,Belgium
Apr-11,1,Spain
Apr-11,2,Netherlands
Apr-11,3,Brazil
Apr-11,4,Germany
Apr-11,5,Argentina
Apr-11,6,England
Apr-11,7,Uruguay
Apr-11,8,Portugal
Apr-11,9,Italy
Apr-11,10,Croatia
Apr-11,12,Greece
Apr-11,13,Japan
Apr-11,14,Chile
Apr-11,15,Ghana
Apr-11,18,Russia
Apr-11,19,France
Apr-11,20,Australia
Apr-11,21,Ivory Coast
Apr-11,22,United States
Apr-11,25,Switzerland
Apr-11,26,Mexico
Apr-11,31,South Korea
Apr-11,37,Belgium
Apr-11,38,Nigeria
Apr-11,40,Algeria
Apr-11,43,Honduras
Apr-11,44,Bosnia-Herzegovina
Apr-11,47,Iran
Apr-11,48,Cameroon
Apr-11,49,Colombia
Apr-11,55,Costa Rica
Apr-11,57,Ecuador
May-11,1,Spain
May-11,2,Netherlands
May-11,3,Brazil
May-11,4,Germany
May-11,5,Argentina
May-11,6,England
May-11,7,Uruguay
May-11,8,Portugal
May-11,9,Italy
May-11,10,Croatia
May-11,12,Greece
May-11,13,Chile
May-11,14,Japan
May-11,15,Ghana
May-11,18,Russia
May-11,19,France
May-11,20,Australia
May-11,21,Ivory Coast
May-11,22,United States
May-11,25,Switzerland
May-11,28,Mexico
May-11,31,South Korea
May-11,37,Belgium
May-11,39,Nigeria
May-11,41,Algeria
May-11,43,Honduras
May-11,45,Bosnia-Herzegovina
May-11,48,Iran
May-11,49,Cameroon
May-11,50,Colombia
May-11,56,Costa Rica
May-11,64,Ecuador
Jun-11,1,Spain
Jun-11,2,Netherlands
Jun-11,3,Germany
Jun-11,4,England
Jun-11,5,Brazil
Jun-11,6,Italy
Jun-11,7,Portugal
Jun-11,8,Croatia
Jun-11,9,Mexico
Jun-11,10,Argentina
Jun-11,12,Greece
Jun-11,13,Japan
Jun-11,14,Ivory Coast
Jun-11,15,France
Jun-11,17,Russia
Jun-11,18,Uruguay
Jun-11,22,Australia
Jun-11,24,United States
Jun-11,26,South Korea
Jun-11,27,Chile
Jun-11,29,Switzerland
Jun-11,33,Ghana
Jun-11,35,Belgium
Jun-11,39,Bosnia-Herzegovina
Jun-11,41,Nigeria
Jun-11,44,Honduras
Jun-11,48,Cameroon
Jun-11,50,Iran
Jun-11,51,Algeria
Jun-11,54,Colombia
Jun-11,55,Costa Rica
Jun-11,68,Ecuador
Jul-11,1,Spain
Jul-11,2,Netherlands
Jul-11,3,Germany
Jul-11,4,Brazil
Jul-11,5,Uruguay
Jul-11,6,England
Jul-11,7,Portugal
Jul-11,8,Italy
Jul-11,9,Croatia
Jul-11,10,Argentina
Jul-11,11,Chile
Jul-11,13,Greece
Jul-11,14,Ivory Coast
Jul-11,15,France
Jul-11,16,Japan
Jul-11,18,Russia
Jul-11,20,Mexico
Jul-11,23,Australia
Jul-11,28,South Korea
Jul-11,30,United States
Jul-11,31,Switzerland
Jul-11,35,Colombia
Jul-11,36,Ghana
Jul-11,37,Belgium
Jul-11,41,Bosnia-Herzegovina
Jul-11,43,Nigeria
Jul-11,50,Cameroon
Jul-11,51,Honduras
Jul-11,52,Algeria
Jul-11,54,Iran
Jul-11,56,Costa Rica
Jul-11,67,Ecuador
Aug-11,1,Netherlands
Aug-11,2,Spain
Aug-11,3,Germany
Aug-11,4,England
Aug-11,5,Uruguay
Aug-11,6,Brazil
Aug-11,7,Italy
Aug-11,8,Portugal
Aug-11,9,Argentina
Aug-11,10,Croatia
Aug-11,11,Chile
Aug-11,13,Russia
Aug-11,14,Greece
Aug-11,15,Ivory Coast
Aug-11,16,France
Aug-11,17,Japan
Aug-11,20,Mexico
Aug-11,22,Australia
Aug-11,28,United States
Aug-11,30,Switzerland
Aug-11,33,South Korea
Aug-11,35,Colombia
Aug-11,36,Ghana
Aug-11,37,Belgium
Aug-11,38,Nigeria
Aug-11,39,Bosnia-Herzegovina
Aug-11,46,Algeria
Aug-11,50,Honduras
Aug-11,52,Cameroon
Aug-11,53,Iran
Aug-11,60,Costa Rica
Aug-11,66,Ecuador
Sep-11,1,Spain
Sep-11,2,Netherlands
Sep-11,3,Germany
Sep-11,4,Uruguay
Sep-11,5,Portugal
Sep-11,6,Italy
Sep-11,7,Brazil
Sep-11,8,England
Sep-11,9,Croatia
Sep-11,10,Argentina
Sep-11,11,Greece
Sep-11,12,France
Sep-11,13,Russia
Sep-11,14,Chile
Sep-11,15,Japan
Sep-11,16,Ivory Coast
Sep-11,18,Switzerland
Sep-11,19,Australia
Sep-11,20,Mexico
Sep-11,22,Bosnia-Herzegovina
Sep-11,30,South Korea
Sep-11,31,United States
Sep-11,32,Colombia
Sep-11,34,Belgium
Sep-11,37,Ghana
Sep-11,43,Nigeria
Sep-11,46,Algeria
Sep-11,48,Cameroon
Sep-11,50,Iran
Sep-11,54,Honduras
Sep-11,57,Costa Rica
Sep-11,69,Ecuador
Oct-11,1,Spain
Oct-11,2,Netherlands
Oct-11,3,Germany
Oct-11,4,Uruguay
Oct-11,5,Brazil
Oct-11,6,Italy
Oct-11,7,England
Oct-11,8,Greece
Oct-11,9,Portugal
Oct-11,10,Argentina
Oct-11,12,Croatia
Oct-11,13,Russia
Oct-11,15,France
Oct-11,16,Chile
Oct-11,17,Japan
Oct-11,18,Switzerland
Oct-11,19,Ivory Coast
Oct-11,20,Australia
Oct-11,21,Bosnia-Herzegovina
Oct-11,22,Mexico
Oct-11,30,Colombia
Oct-11,31,South Korea
Oct-11,33,Ghana
Oct-11,34,United States
Oct-11,35,Algeria
Oct-11,37,Belgium
Oct-11,42,Iran
Oct-11,44,Nigeria
Oct-11,47,Cameroon
Oct-11,52,Ecuador
Oct-11,57,Honduras
Oct-11,62,Costa Rica
Nov-11,1,Spain
Nov-11,2,Netherlands
Nov-11,3,Germany
Nov-11,4,Uruguay
Nov-11,5,England
Nov-11,6,Brazil
Nov-11,7,Portugal
Nov-11,8,Croatia
Nov-11,9,Italy
Nov-11,10,Argentina
Nov-11,12,Russia
Nov-11,13,Chile
Nov-11,14,Greece
Nov-11,15,France
